barrio,ambientes,metro_cuadrado,precio
Almagro,3,68,215000
Almagro,2,40,79000
Almagro,2,42,105000
Almagro,3,49,134500
Almagro,5,104,329000
Almagro,5,107,200000
Almagro,6,116,208000
Almagro,4,115,290000
Almagro,4,87,220000
Almagro,4,112,260000
Almagro,4,377,510000
Almagro,2,41,110000
Almagro,2,35,100000
Almagro,2,41,110000
Almagro,3,74,183000
Almagro,3,55,155000
Almagro,4,96,269900
Almagro,4,87,219000
Almagro,1,31,89000
Almagro,2,50,137000
Almagro,3,47,90000
Almagro,1,40,135000
Almagro,2,58,190000
Almagro,2,41,96000
Almagro,2,33,89000
Almagro,2,40,83000
Almagro,2,56,160000
Almagro,3,65,190000
Almagro,3,60,192000
Almagro,3,60,220000
Almagro,3,60,181000
Almagro,3,60,192000
Almagro,3,60,188000
Almagro,3,52,130000
Almagro,4,115,290000
Almagro,4,92,261000
Almagro,4,85,270000
Almagro,4,85,265000
Almagro,4,94,284000
Almagro,4,85,315000
Almagro,4,92,261000
Almagro,4,85,256000
Almagro,4,85,273000
Almagro,4,85,251000
Almagro,4,85,260000
Almagro,4,90,250000
Almagro,2,40,109000
Almagro,2,31,79000
Almagro,2,45,158000
Almagro,2,50,109900
Almagro,2,37,115000
Almagro,2,38,88500
Almagro,2,65,155000
Almagro,3,55,155000
Almagro,3,45,125000
Almagro,3,75,185000
Almagro,3,58,190000
Almagro,3,60,165000
Almagro,3,53,130000
Almagro,4,109,264000
Almagro,4,142,299900
Almagro,4,90,260000
Almagro,4,106,400000
Almagro,5,85,230000
Almagro,1,31,85775
Almagro,1,35,86108
Almagro,1,40,119000
Almagro,1,18,61000
Almagro,1,18,61000
Almagro,1,31,87600
Almagro,1,31,80300
Almagro,1,35,105000
Almagro,1,31,82125
Almagro,1,35,91848
Almagro,1,44,125783
Almagro,1,31,82125
Almagro,1,38,120000
Almagro,1,31,80300
Almagro,1,35,91848
Almagro,1,31,87600
Almagro,1,31,83950
Almagro,1,30,78000
Almagro,1,31,85775
Almagro,2,44,139000
Almagro,2,37,77000
Almagro,2,33,89000
Almagro,2,42,130000
Almagro,2,44,100000
Almagro,2,72,69900
Almagro,2,53,122000
Almagro,2,37,77000
Almagro,2,44,100000
Almagro,2,32,80000
Almagro,3,99,240000
Almagro,3,80,240000
Almagro,3,50,129000
Almagro,3,68,205000
Almagro,3,70,184000
Almagro,3,85,252000
Almagro,3,65,190000
Almagro,3,105,300000
Almagro,4,155,370000
Almagro,4,,155000
Almagro,4,77,185000
Almagro,4,90,230000
Almagro,4,91,288000
Almagro,5,110,360000
Almagro,5,207,310000
Almagro,2,45,145000
Almagro,2,50,143000
Almagro,2,44,105000
Almagro,2,44,105000
Almagro,2,65,155000
Almagro,3,57,185000
Almagro,3,77,173000
Almagro,3,83,290000
Almagro,3,89,195000
Almagro,3,60,217000
Almagro,3,58,190000
Almagro,3,35,105000
Almagro,4,102,255000
Almagro,2,38,110000
Almagro,1,38,95500
Almagro,2,40,98000
Almagro,2,40,99500
Almagro,2,35,109000
Almagro,2,41,91000
Almagro,2,39,98000
Almagro,3,66,149000
Almagro,3,88,180000
Almagro,3,72,165000
Almagro,3,35,109000
Almagro,3,50,125000
Almagro,3,61,140000
Almagro,4,120,280000
Almagro,4,67,172000
Almagro,6,214,297000
Almagro,1,,107500
Almagro,1,,103500
Almagro,2,35,110000
Almagro,2,35,94000
Almagro,2,,162000
Almagro,2,,160000
Almagro,2,39,94500
Almagro,3,63,144000
Almagro,2,35,90000
Almagro,2,,125000
Almagro,2,,73000
Almagro,2,39,94500
Almagro,2,,123000
Almagro,2,,165000
Almagro,2,47,205000
Almagro,2,24,80000
Almagro,2,40,90000
Almagro,2,,160000
Almagro,3,67,185000
Almagro,3,73,209000
Almagro,3,46,148000
Almagro,3,35,94000
Almagro,3,35,94000
Almagro,3,,227000
Almagro,3,61,121000
Almagro,3,35,94000
Almagro,3,90,225000
Almagro,3,65,160000
Almagro,3,73,209000
Almagro,4,120,280000
Almagro,4,124,215000
Almagro,4,79,189000
Almagro,4,,329000
Almagro,4,90,230000
Almagro,4,,329000
Almagro,4,67,172000
Almagro,4,,338000
Almagro,4,54,144000
Almagro,4,123,340000
Almagro,4,89,290000
Almagro,1,,135000
Almagro,2,38,95000
Almagro,2,44,135000
Almagro,2,,160000
Almagro,2,40,122000
Almagro,3,40,149500
Almagro,3,66,169000
Almagro,3,42,100000
Almagro,3,69,165000
Almagro,3,70,175000
Almagro,4,125,220000
Almagro,4,95,230000
Almagro,4,70,175000
Almagro,4,70,185000
Almagro,4,95,217000
Almagro,4,95,217000
Almagro,4,101,230000
Almagro,4,95,217000
Almagro,4,95,217000
Almagro,3,52,118000
Almagro,3,52,160000
Almagro,4,108,255000
Almagro,3,65,135000
Almagro,1,38,74000
Almagro,2,34,77000
Almagro,2,40,95000
Almagro,2,42,92000
Almagro,2,46,117145
Almagro,2,49,160000
Almagro,2,31,69900
Almagro,4,148,325000
Almagro,3,53,119000
Almagro,3,64,173000
Almagro,3,63,170000
Almagro,3,55,119800
Almagro,3,76,190000
Almagro,4,107,220000
Almagro,4,80,180000
Almagro,4,71,150000
Almagro,4,70,195000
Almagro,4,70,172000
Almagro,2,72,73000
Almagro,3,92,248000
Almagro,3,66,178000
Almagro,3,70,184000
Almagro,3,54,137000
Almagro,3,99,240000
Almagro,3,80,240000
Almagro,5,178,262000
Almagro,2,48,99000
Almagro,2,48,159900
Almagro,2,38,98000
Almagro,2,32,78500
Almagro,2,32,80000
Almagro,2,44,118000
Almagro,3,60,125000
Almagro,3,84,200000
Almagro,4,96,270000
Almagro,4,72,189000
Almagro,4,87,220000
Almagro,4,113,260000
Almagro,1,22,95000
Almagro,2,48,99000
Almagro,2,41,97000
Almagro,2,45,101000
Almagro,2,47,137000
Almagro,3,58,95000
Almagro,3,55,150000
Almagro,3,49,153000
Almagro,3,66,175000
Almagro,4,93,298000
Almagro,4,124,220000
Almagro,2,40,122000
Almagro,2,45,145000
Almagro,2,50,145000
Almagro,2,50,272219
Almagro,3,40,149500
Almagro,3,57,185000
Almagro,3,66,116000
Almagro,3,42,98000
Almagro,3,77,173000
Almagro,3,35,92000
Almagro,3,70,175000
Almagro,3,60,215000
Almagro,3,58,190000
Almagro,3,89,190000
Almagro,3,83,290000
Almagro,4,95,230000
Almagro,4,102,255000
Almagro,4,70,175000
Almagro,4,101,230000
Almagro,4,70,185000
Almagro,4,95,195000
Almagro,4,95,195000
Almagro,4,85,169000
Almagro,4,132,265000
Almagro,4,95,195000
Almagro,4,95,195000
Almagro,4,90,125000
Almagro,1,50,125000
Almagro,2,47,115000
Almagro,2,33,85000
Almagro,3,60,128000
Almagro,3,60,168000
Almagro,3,67,265000
Almagro,4,110,249000
Almagro,2,44,73000
Almagro,1,35,125000
Almagro,2,48,178000
Almagro,2,46,150000
Almagro,2,37,77000
Almagro,2,40,100000
Almagro,2,41,97000
Almagro,3,61,159900
Almagro,3,55,155000
Almagro,3,,220000
Almagro,3,50,107000
Almagro,3,54,138000
Almagro,3,,139500
Almagro,3,55,125000
Almagro,3,80,230000
Almagro,4,77,175000
Almagro,4,118,268000
Almagro,4,90,150000
Almagro,4,127,318000
Almagro,1,,640000
Almagro,1,,3700000
Almagro,2,40,93000
Almagro,2,,83500
Almagro,3,37,90000
Almagro,3,75,165000
Almagro,3,63,199000
Almagro,4,94,230000
Almagro,2,48,99000
Almagro,2,39,98000
Almagro,2,45,152000
Almagro,2,35,125000
Almagro,2,45,152000
Almagro,2,41,139000
Almagro,2,45,105000
Almagro,3,65,220000
Almagro,3,66,178000
Almagro,3,61,142000
Almagro,3,77,180000
Almagro,4,94,275000
Almagro,4,124,245000
Almagro,4,94,275000
Almagro,4,185,390000
Almagro,4,80,242000
Almagro,4,80,242000
Almagro,5,160,370000
Almagro,2,58,190000
Almagro,2,40,83000
Almagro,2,56,160000
Almagro,3,70,320000
Almagro,3,56,225000
Almagro,3,60,220000
Almagro,3,52,135000
Almagro,3,60,255000
Almagro,3,65,190000
Almagro,4,90,250000
Almagro,4,92,261000
Almagro,4,92,261000
Almagro,1,29,85000
Almagro,2,40,120000
Almagro,2,35,79900
Almagro,2,36,90000
Almagro,2,43,120000
Almagro,3,86,230000
Almagro,3,70,183000
Almagro,2,39,125000
Almagro,2,44,158000
Almagro,3,52,109000
Almagro,3,48,145000
Almagro,4,171,340000
Almagro,4,103,200000
Almagro,6,147,334000
Almagro,9,,420000
Almagro,2,44,100000
Almagro,2,42,130000
Almagro,2,33,89000
Almagro,2,53,122000
Almagro,2,44,139000
Almagro,2,32,80000
Almagro,2,72,69900
Almagro,2,44,105000
Almagro,2,42,130000
Almagro,3,105,300000
Almagro,3,68,205000
Almagro,3,65,190000
Almagro,3,70,184000
Almagro,3,80,240000
Almagro,3,99,240000
Almagro,3,85,252000
Almagro,3,75,198000
Almagro,3,59,173000
Almagro,3,69,212000
Almagro,3,72,205000
Almagro,3,51,125000
Almagro,4,90,225000
Almagro,4,155,370000
Almagro,4,91,283000
Almagro,5,207,310000
Almagro,5,110,360000
Almagro,2,48,153000
Almagro,2,48,178000
Almagro,2,48,148000
Almagro,2,39,90000
Almagro,2,48,188000
Almagro,2,48,183000
Almagro,2,48,168000
Almagro,2,48,158000
Almagro,2,48,163000
Almagro,2,48,173000
Almagro,3,46,119500
Almagro,3,60,215000
Almagro,3,68,205000
Almagro,3,49,120000
Almagro,4,93,250000
Almagro,4,70,184000
Almagro,4,115,315000
Almagro,4,88,220000
Almagro,2,40,98000
Almagro,2,50,112000
Almagro,1,30,125000
Almagro,3,59,130000
Almagro,3,35,105000
Almagro,3,70,184000
Almagro,3,58,95000
Almagro,4,151,349000
Almagro,3,58,179000
Almagro,5,107,200000
Almagro,4,377,510000
Almagro,6,116,208000
Almagro,4,160,265000
Almagro,4,80,200000
Almagro,3,49,134500
Almagro,2,30,83000
Almagro,5,104,329000
Almagro,3,58,195000
Almagro,2,44,100000
Almagro,3,68,215000
Almagro,2,40,94500
Almagro,4,87,219000
Almagro,3,45,97000
Almagro,2,42,104000
Almagro,2,26,59000
Almagro,1,18,61000
Almagro,2,50,124000
Almagro,3,77,180000
Almagro,3,80,240000
Almagro,3,99,240000
Almagro,3,60,235000
Almagro,3,70,184000
Almagro,3,68,218500
Almagro,3,63,108000
Almagro,3,66,178000
Almagro,3,105,300000
Almagro,3,54,145000
Almagro,3,50,143000
Almagro,3,80,218000
Almagro,3,80,218000
Almagro,3,60,119000
Almagro,3,63,221000
Almagro,3,46,135000
Almagro,3,60,145000
Almagro,3,75,167000
Almagro,4,102,255000
Almagro,4,95,199000
Almagro,8,,640000
Almagro,8,180,309000
Almagro,2,39,60000
Almagro,2,43,159000
Almagro,2,32,75000
Almagro,1,35,119000
Almagro,2,44,105000
Almagro,2,40,83000
Almagro,2,56,160000
Almagro,2,58,190000
Almagro,2,33,89000
Almagro,2,39,94500
Almagro,2,45,120000
Almagro,2,39,94500
Almagro,2,35,92000
Almagro,3,45,85000
Almagro,3,67,185000
Almagro,3,65,190000
Almagro,3,70,199000
Almagro,3,60,220000
Almagro,3,60,192000
Almagro,3,35,92000
Almagro,3,67,154000
Almagro,3,60,188000
Almagro,3,73,209000
Almagro,3,59,173000
Almagro,3,60,181000
Almagro,3,61,121000
Almagro,3,90,225000
Almagro,3,73,209000
Almagro,3,75,198000
Almagro,3,60,192000
Almagro,3,52,130000
Almagro,4,120,280000
Almagro,4,85,273000
Almagro,4,90,230000
Almagro,4,92,261000
Almagro,4,85,260000
Almagro,4,85,256000
Almagro,4,67,172000
Almagro,4,85,265000
Almagro,4,92,261000
Almagro,4,90,250000
Almagro,4,85,251000
Almagro,4,85,315000
Almagro,4,85,270000
Almagro,2,39,107000
Almagro,2,40,115000
Almagro,2,38,160000
Almagro,2,33,85000
Almagro,3,40,149500
Almagro,3,64,202000
Almagro,4,105,319000
Almagro,3,48,135000
Almagro,3,55,120000
Almagro,4,125,223000
Almagro,4,70,185000
Almagro,4,101,250000
Almagro,3,68,170000
Almagro,3,74,179500
Almagro,3,57,140000
Almagro,4,87,260000
Almagro,1,34,98000
Almagro,3,93,260000
Almagro,2,34,73000
Almagro,5,262,450000
Almagro,6,135,238000
Almagro,1,27,85000
Almagro,2,47,115000
Almagro,3,43,109900
Almagro,2,46,78000
Almagro,2,39,99500
Almagro,2,36,78000
Almagro,3,,180000
Almagro,3,,138000
Almagro,3,,149000
Almagro,3,,138000
Almagro,5,294,465000
Almagro,4,,287000
Almagro,4,,287000
Almagro,4,,195000
Almagro,5,87,175000
Almagro,2,41,97000
Almagro,2,33,92000
Almagro,2,42,75000
Almagro,2,42,130000
Almagro,2,42,72000
Almagro,2,48,178000
Almagro,2,39,87000
Almagro,2,27,63000
Almagro,2,46,150000
Almagro,3,55,155000
Almagro,3,69,212000
Almagro,3,60,250000
Almagro,3,80,230000
Almagro,3,65,190000
Almagro,3,55,125000
Almagro,3,63,195000
Almagro,3,63,185000
Almagro,3,105,300000
Almagro,3,68,205000
Almagro,4,77,175000
Almagro,4,85,256000
Almagro,4,91,288000
Almagro,4,85,265000
Almagro,4,77,185000
Almagro,4,90,155000
Almagro,4,85,260000
Almagro,4,90,230000
Almagro,4,85,251000
Almagro,4,85,315000
Almagro,4,85,273000
Almagro,4,127,318000
Almagro,4,85,270000
Almagro,4,155,370000
Almagro,4,118,268000
Almagro,5,198,320000
Almagro,5,207,310000
Almagro,5,110,360000
Almagro,2,47,137000
Almagro,2,40,99500
Almagro,2,43,120000
Almagro,2,30,83000
Almagro,2,44,150000
Almagro,2,48,167500
Almagro,3,68,215000
Almagro,3,58,230000
Almagro,2,53,125000
Almagro,3,49,143000
Almagro,3,82,249000
Almagro,3,55,135000
Almagro,3,60,183000
Almagro,4,377,510000
Almagro,5,104,329000
Almagro,2,47,114072
Almagro,2,46,89000
Almagro,2,26,69000
Almagro,3,67,137000
Almagro,4,80,140000
Almagro,2,35,110000
Almagro,1,18,61000
Almagro,2,36,74000
Almagro,2,24,80000
Almagro,2,40,90000
Almagro,2,35,90000
Almagro,2,27,85000
Almagro,2,47,205000
Almagro,3,69,198000
Almagro,3,62,108000
Almagro,3,57,147000
Almagro,3,80,240000
Almagro,3,46,148000
Almagro,3,35,92000
Almagro,3,40,119000
Almagro,3,65,160000
Almagro,3,35,92000
Almagro,4,124,215000
Almagro,4,54,144000
Almagro,4,89,290000
Almagro,4,90,225000
Almagro,4,79,189000
Almagro,4,123,340000
Almagro,4,126,240000
Almagro,4,90,225000
Almagro,1,26,115000
Almagro,2,45,149000
Almagro,2,45,150000
Almagro,2,45,149000
Almagro,2,35,100000
Almagro,2,47,129000
Almagro,2,58,190000
Almagro,3,52,149000
Almagro,3,60,220000
Almagro,3,65,220000
Almagro,4,80,240000
Almagro,4,80,240000
Almagro,4,94,275000
Almagro,5,160,370000
Almagro,2,56,148000
Almagro,2,47,156000
Almagro,2,53,122000
Almagro,2,41,99000
Almagro,2,,97100
Almagro,3,65,202375
Almagro,3,72,150000
Almagro,3,80,230000
Almagro,3,50,140000
Almagro,3,60,139000
Almagro,3,76,199500
Almagro,3,89,195000
Almagro,3,72,192000
Almagro,3,100,180000
Almagro,3,89,195000
Almagro,3,94,299900
Almagro,3,40,74000
Almagro,4,167,269000
Almagro,4,97,217000
Almagro,4,85,285000
Almagro,4,94,287000
Almagro,4,100,180000
Almagro,4,100,180000
Almagro,4,95,230000
Almagro,4,70,184000
Almagro,4,72,172500
Almagro,4,98,273500
Almagro,4,101,250000
Almagro,4,124,220000
Almagro,5,178,351000
Almagro,6,160,265000
Almagro,2,39,94500
Almagro,2,35,92000
Almagro,1,30,66000
Almagro,2,39,94500
Almagro,3,67,185000
Almagro,3,90,225000
Almagro,3,73,209000
Almagro,3,73,209000
Almagro,3,35,92000
Almagro,4,120,280000
Almagro,4,115,325000
Almagro,4,90,225000
Almagro,2,50,143000
Almagro,2,67,180000
Almagro,2,42,80000
Almagro,2,65,155000
Almagro,2,46,129500
Almagro,2,48,133000
Almagro,2,45,145000
Almagro,3,51,133000
Almagro,3,35,109000
Almagro,3,89,195000
Almagro,3,83,250000
Almagro,3,60,222000
Almagro,4,102,255000
Almagro,4,92,236000
Almagro,2,65,155000
Almagro,2,50,143000
Almagro,2,45,145000
Almagro,2,37,98000
Almagro,2,50,160000
Almagro,3,59,130000
Almagro,3,120,225000
Almagro,3,35,105000
Almagro,3,61,165000
Almagro,3,51,135000
Almagro,3,89,195000
Almagro,3,77,173000
Almagro,3,83,290000
Almagro,3,60,217000
Almagro,3,57,185000
Almagro,3,60,125000
Almagro,5,173,540000
Almagro,5,173,540000
Almagro,4,102,255000
Almagro,4,92,260000
Almagro,4,122,170000
Almagro,5,122,170000
Almagro,1,44,87000
Almagro,1,50,99000
Almagro,2,27,72000
Almagro,2,29,81900
Almagro,2,32,80000
Almagro,2,47,137000
Almagro,2,42,130000
Almagro,2,30,83000
Almagro,2,40,99500
Almagro,2,37,128000
Almagro,2,39,90000
Almagro,2,40,115000
Almagro,2,40,110000
Almagro,2,42,105000
Almagro,2,34,99000
Almagro,2,45,145000
Almagro,2,50,89000
Almagro,2,48,162500
Almagro,2,48,161000
Almagro,2,48,159500
Almagro,2,48,158000
Almagro,2,48,164500
Almagro,2,48,166000
Almagro,2,48,165000
Almagro,2,48,155000
Almagro,2,48,156500
Almagro,2,48,167500
Almagro,2,50,165000
Almagro,3,69,212000
Almagro,3,69,212000
Almagro,3,84,199000
Almagro,3,89,190000
Almagro,3,63,200000
Almagro,3,58,215000
Almagro,3,78,165000
Almagro,3,57,185000
Almagro,3,68,215000
Almagro,3,68,215000
Almagro,3,77,173000
Almagro,3,53,153000
Almagro,3,52,95000
Almagro,3,40,149500
Almagro,3,35,98000
Almagro,3,46,119500
Almagro,3,45,110000
Almagro,3,49,135000
Almagro,3,60,215000
Almagro,3,60,215000
Almagro,3,66,169000
Almagro,3,83,290000
Almagro,4,377,510000
Almagro,4,95,230000
Almagro,4,102,255000
Almagro,4,125,220000
Almagro,4,101,230000
Almagro,4,87,220000
Almagro,4,95,220000
Almagro,4,95,220000
Almagro,4,70,184000
Almagro,4,95,220000
Almagro,4,104,200000
Almagro,4,95,220000
Almagro,4,70,185000
Almagro,4,90,128000
Almagro,4,95,255000
Almagro,5,107,200000
Almagro,5,104,329000
Almagro,5,198,320000
Almagro,6,116,230000
Almagro,2,48,135000
Almagro,2,65,163714
Almagro,2,48,159900
Almagro,2,50,124000
Almagro,2,42,147000
Almagro,2,37,89550
Almagro,2,37,85000
Almagro,2,41,111180
Almagro,2,43,165240
Almagro,2,33,83000
Almagro,2,48,99000
Almagro,2,41,129000
Almagro,3,77,180000
Almagro,3,140,350000
Almagro,3,80,240000
Almagro,3,64,205000
Almagro,3,66,178000
Almagro,3,110,185000
Almagro,3,70,184000
Almagro,3,99,240000
Almagro,3,54,145000
Almagro,4,102,255000
Almagro,4,71,175000
Almagro,4,108,260000
Almagro,4,96,270000
Almagro,4,72,208500
Almagro,4,106,260000
Almagro,2,42,104000
Almagro,2,44,100000
Almagro,2,30,83000
Almagro,2,40,94500
Almagro,3,45,97000
Almagro,3,68,215000
Almagro,3,58,195000
Almagro,3,49,134500
Almagro,4,160,247000
Almagro,4,377,510000
Almagro,4,80,200000
Almagro,4,87,219000
Almagro,5,107,200000
Almagro,5,104,329000
Almagro,6,116,208000
Almagro,3,61,145000
Almagro,2,37,120000
Almagro,3,100,160000
Almagro,2,40,120000
Almagro,2,40,120000
Almagro,2,65,92000
Almagro,2,37,90000
Almagro,2,50,143000
Almagro,2,46,210000
Almagro,1,35,79000
Almagro,2,39,105000
Almagro,2,34,86000
Almagro,2,25,78000
Almagro,2,48,186000
Almagro,1,46,122905
Almagro,1,47,121965
Almagro,2,53,122000
Almagro,2,48,122000
Almagro,2,45,125000
Almagro,2,72,69900
Almagro,2,37,87000
Almagro,2,35,99000
Almagro,2,48,155000
Almagro,1,38,105000
Almagro,2,30,83000
Almagro,2,60,150000
Almagro,2,35,93000
Almagro,2,45,101000
Almagro,2,41,89900
Almagro,2,35,110000
Almagro,2,26,78000
Almagro,2,71,243000
Almagro,2,48,166000
Almagro,2,44,145000
Almagro,2,37,95000
Almagro,2,39,107000
Almagro,2,48,164500
Almagro,2,41,97000
Almagro,2,39,90000
Almagro,2,50,143000
Almagro,2,48,159500
Almagro,2,48,161000
Almagro,2,48,152000
Almagro,2,47,137000
Almagro,2,50,143000
Almagro,2,24,80000
Almagro,2,40,90000
Almagro,2,38,88000
Almagro,2,32,85000
Almagro,2,56,160000
Almagro,2,43,117000
Almagro,2,46,125000
Almagro,2,48,99000
Almagro,2,40,115000
Almagro,2,38,88500
Almagro,1,49,135360
Almagro,2,65,155000
Almagro,2,41,97000
Almagro,2,39,107000
Almagro,1,47,161680
Almagro,2,58,190000
Almagro,2,48,156500
Almagro,2,36,75000
Almagro,2,50,165000
Almagro,2,50,140000
Almagro,2,47,137000
Almagro,2,48,140000
Almagro,2,45,145000
Almagro,2,35,90000
Almagro,2,33,100000
Almagro,2,40,99500
Almagro,2,48,165000
Almagro,2,40,93000
Almagro,2,36,90000
Almagro,2,60,195000
Almagro,2,48,158000
Almagro,2,33,99000
Almagro,2,48,167500
Almagro,2,42,130000
Almagro,2,47,205000
Almagro,2,28,79000
Almagro,2,44,150000
Almagro,2,35,70000
Almagro,2,32,80000
Almagro,2,40,83000
Almagro,2,45,158000
Almagro,2,42,120000
Almagro,2,48,162500
Almagro,3,69,212000
Almagro,3,55,155000
Almagro,3,60,125000
Almagro,3,89,215000
Almagro,3,40,149500
Almagro,3,55,155000
Almagro,3,69,212000
Almagro,3,70,160000
Almagro,3,57,185000
Almagro,3,65,190000
Almagro,3,62,170000
Almagro,3,70,184000
Almagro,3,80,230000
Almagro,3,35,99000
Almagro,3,75,145000
Almagro,3,46,148000
Almagro,3,60,230000
Almagro,3,61,133000
Almagro,3,79,240000
Almagro,3,71,275000
Almagro,3,55,105000
Almagro,3,89,190000
Almagro,3,105,300000
Almagro,3,70,160000
Almagro,3,60,220000
Almagro,3,73,210000
Almagro,3,65,139000
Almagro,3,60,230000
Almagro,3,58,220000
Almagro,3,49,135000
Almagro,3,35,99000
Almagro,3,57,130000
Almagro,3,62,215000
Almagro,3,79,159000
Almagro,3,61,230000
Almagro,3,58,169000
Almagro,3,68,260000
Almagro,3,80,230000
Almagro,3,44,97000
Almagro,3,60,215000
Almagro,3,63,240000
Almagro,3,82,245000
Almagro,3,56,145000
Almagro,3,84,199000
Almagro,3,35,99000
Almagro,3,89,190000
Almagro,3,58,220000
Almagro,3,59,173000
Almagro,3,49,153000
Almagro,3,54,136500
Almagro,3,76,199500
Almagro,3,45,110000
Almagro,3,50,139900
Almagro,3,64,199000
Almagro,3,67,161559
Almagro,3,60,145000
Almagro,3,50,140000
Almagro,3,89,190000
Almagro,3,55,165000
Almagro,3,84,199000
Almagro,3,35,99000
Almagro,3,54,135000
Almagro,3,80,240000
Almagro,3,52,95000
Almagro,3,52,149900
Almagro,3,73,210000
Almagro,3,46,125000
Almagro,3,58,189000
Almagro,3,74,183000
Almagro,3,63,183000
Almagro,3,83,290000
Almagro,3,69,199000
Almagro,3,53,153000
Almagro,3,65,160000
Almagro,3,68,215000
Almagro,3,99,240000
Almagro,3,60,230000
Almagro,3,56,145000
Almagro,3,66,169000
Almagro,3,60,215000
Almagro,3,35,99000
Almagro,3,80,150000
Almagro,3,63,200000
Almagro,3,53,130000
Almagro,3,68,215000
Almagro,3,77,173000
Almagro,3,58,169000
Almagro,3,100,174500
Almagro,3,68,215000
Almagro,3,52,145000
Almagro,3,90,190000
Almagro,3,70,184000
Almagro,3,65,190000
Almagro,4,377,510000
Almagro,4,125,220000
Almagro,4,109,264000
Almagro,4,170,265000
Almagro,4,102,255000
Almagro,4,120,280000
Almagro,4,77,175000
Almagro,4,124,219000
Almagro,4,70,194000
Almagro,4,95,230000
Almagro,4,124,219000
Almagro,4,92,261000
Almagro,4,139,268000
Almagro,4,67,172000
Almagro,4,87,220000
Almagro,4,54,144000
Almagro,4,91,290000
Almagro,4,70,184000
Almagro,4,104,200000
Almagro,4,95,220000
Almagro,4,77,195000
Almagro,3,89,225000
Almagro,4,90,128000
Almagro,4,72,172500
Almagro,4,87,220000
Almagro,4,70,185000
Almagro,4,70,184000
Almagro,4,89,290000
Almagro,4,107,230000
Almagro,4,95,255000
Almagro,4,95,198000
Almagro,4,101,230000
Almagro,4,139,268000
Almagro,4,95,220000
Almagro,4,95,220000
Almagro,4,124,219000
Almagro,4,101,230000
Almagro,4,94,287000
Almagro,4,92,261000
Almagro,4,96,270000
Almagro,4,155,370000
Almagro,4,97,217000
Almagro,4,127,318000
Almagro,4,142,299900
Almagro,4,85,283000
Almagro,4,80,224000
Almagro,4,79,189000
Almagro,4,66,147000
Almagro,4,95,220000
Almagro,4,122,169000
Almagro,4,100,174500
Almagro,4,104,200000
Almagro,4,120,319000
Almagro,4,100,174500
Almagro,5,107,200000
Almagro,5,207,310000
Almagro,5,198,320000
Almagro,5,198,320000
Almagro,5,110,360000
Almagro,5,178,351000
Almagro,5,122,169000
Almagro,5,85,230000
Almagro,5,104,329000
Almagro,6,160,265000
Almagro,6,116,250000
Almagro,8,190,395000
Almagro,1,50,130000
Almagro,2,47,205000
Almagro,2,24,80000
Almagro,2,43,126000
Almagro,2,35,90000
Almagro,2,35,110000
Almagro,3,65,160000
Almagro,3,35,105000
Almagro,3,46,148000
Almagro,3,35,105000
Almagro,4,124,220000
Almagro,4,89,290000
Almagro,4,89,218000
Almagro,4,79,189000
Almagro,4,54,144000
Almagro,2,48,135000
Almagro,2,67,180000
Almagro,2,40,150000
Almagro,2,41,92000
Almagro,3,35,109000
Almagro,3,70,184000
Almagro,4,92,229000
Almagro,4,151,349000
Almagro,1,25,74000
Almagro,2,48,110000
Almagro,3,62,198000
Almagro,3,47,89900
Almagro,2,56,100000
Almagro,2,65,155000
Almagro,1,21,59500
Almagro,2,45,145000
Almagro,2,50,143000
Almagro,3,60,217000
Almagro,3,35,105000
Almagro,3,77,173000
Almagro,3,57,185000
Almagro,3,83,290000
Almagro,3,89,195000
Almagro,4,102,255000
Almagro,4,66,198000
Almagro,5,137,300000
Almagro,2,46,150000
Almagro,2,39,78000
Almagro,2,31,73000
Almagro,2,41,97000
Almagro,2,48,178000
Almagro,3,55,155000
Almagro,3,42,125000
